# Copyright (c) 2020 Jeremy Stanley <fungi@yuggoth.org>. Permission to
# use, copy, modify, and distribute this software is granted under terms
# provided in the LICENSE file distributed with this software.

added zone hkz000 (+4 options)
changed station k3s8 (+3 options)
changed station k41u (+3 options)
changed station k42j (+3 options)
changed station k48w (+2 options)
changed station k4v0 (+3 options)
changed station k54a (+2 options)
changed station k59k (+2 options)
changed station k5a6 (+3 options)
changed station k5t9 (+2 options)
changed station k65s (+3 options)
changed station k66r (+3 options)
changed station k6b0 (+3 options)
changed station k6l4 (+3 options)
changed station k6p9 (+3 options)
changed station k6s2 (+3 options)
changed station k74v (+3 options)
changed station k7n0 (+3 options)
changed station k7w4 (+3 options)
changed station k82v (+3 options)
changed station k8b0 (+3 options)
changed station k9mn (+3 options)
changed station ka08 (+3 options)
changed station ka39 (+3 options)
changed station kabh (+3 options)
changed station kalk (+3 options)
changed station kbpc (+3 options)
changed station kc07 (+3 options)
changed station kc65 (+3 options)
changed station kc99 (+2 options)
changed station kcpf (+3 options)
changed station kcyd (+2 options)
changed station kd73 (+3 options)
changed station kd95 (+3 options)
changed station kdsf (+2 options)
changed station ke11 (+3 options)
changed station ke16 (+3 options)
changed station ke41 (+3 options)
changed station keod (+3 options)
changed station kezp (+2 options)
changed station kf00 (+3 options)
changed station kf44 (+3 options)
changed station kf46 (+3 options)
changed station kf70 (+3 options)
changed station kfwz (+3 options)
changed station kgyf (+2 options)
changed station khme (+2 options)
changed station ki19 (+3 options)
changed station ki68 (+3 options)
changed station kjsl (+2 options)
changed station kky8 (+3 options)
changed station kl08 (+3 options)
changed station kl18 (+3 options)
changed station kl35 (+3 options)
changed station kl52 (+3 options)
changed station km25 (+3 options)
changed station km40 (+3 options)
changed station km75 (+3 options)
changed station kmcj (+3 options)
changed station kmp1 (+2 options)
changed station kmtk (+2 options)
changed station kmvh (+3 options)
changed station knoz (+2 options)
changed station ko22 (+3 options)
changed station ko69 (+3 options)
changed station kpo1 (+3 options)
changed station kpzz (+2 options)
changed station kqa8 (+2 options)
changed station kqaj (+2 options)
changed station kqal (+2 options)
changed station kqau (+2 options)
changed station kqay (+2 options)
changed station kqaz (+2 options)
changed station kqb3 (+2 options)
changed station kqb4 (+2 options)
changed station kqbg (+2 options)
changed station kqbl (+2 options)
changed station kqbn (+2 options)
changed station kqbt (+2 options)
changed station kqc7 (+2 options)
changed station kqc8 (+2 options)
changed station kqcl (+2 options)
changed station kqcp (+2 options)
changed station kqd3 (+2 options)
changed station kqdg (+2 options)
changed station kqei (+2 options)
changed station kqej (+2 options)
changed station kqek (+2 options)
changed station kqel (+2 options)
changed station kqen (+2 options)
changed station kqeo (+2 options)
changed station kqep (+2 options)
changed station kqeq (+2 options)
changed station kqer (+2 options)
changed station kqes (+2 options)
changed station kqev (+2 options)
changed station kqew (+2 options)
changed station kqex (+2 options)
changed station kqey (+2 options)
changed station kqfb (+2 options)
changed station kqfl (+2 options)
changed station kqft (+2 options)
changed station kqfu (+2 options)
changed station kqfv (+2 options)
changed station kqfw (+2 options)
changed station kqfx (+2 options)
changed station kqge (+2 options)
changed station kqgr (+2 options)
changed station kqgt (+2 options)
changed station kqgx (+2 options)
changed station kqgz (+2 options)
changed station kqhb (+2 options)
changed station kqhc (+2 options)
changed station kqhd (+2 options)
changed station kqhe (+2 options)
changed station kqhf (+2 options)
changed station kqhg (+2 options)
changed station kqhk (+2 options)
changed station kqhp (+2 options)
changed station kqhq (+2 options)
changed station kqhr (+2 options)
changed station kqhv (+2 options)
changed station kqhw (+2 options)
changed station kqhx (+2 options)
changed station kqhy (+2 options)
changed station kqhz (+2 options)
changed station kqia (+2 options)
changed station kqic (+2 options)
changed station kqif (+2 options)
changed station kqig (+2 options)
changed station kqih (+2 options)
changed station kqii (+2 options)
changed station kqil (+2 options)
changed station kqjq (+2 options)
changed station kqjz (+2 options)
changed station kqm2 (+2 options)
changed station kqmk (+2 options)
changed station kqn3 (+2 options)
changed station kqnd (+2 options)
changed station kqrd (+2 options)
changed station kqrh (+2 options)
changed station kqri (+2 options)
changed station kqrs (+2 options)
changed station kqrv (+2 options)
changed station kqs3 (+2 options)
changed station kqsf (+2 options)
changed station kqsi (+2 options)
changed station kqsn (+2 options)
changed station kqti (+2 options)
changed station kqtz (+2 options)
changed station kqut (+2 options)
changed station kquu (+2 options)
changed station kqvf (+2 options)
changed station kqwm (+2 options)
changed station kqwx (+2 options)
changed station kqx2 (+2 options)
changed station kqxh (+2 options)
changed station kqxt (+2 options)
changed station kqyv (+2 options)
changed station krga (+3 options)
changed station ks39 (+3 options)
changed station ktdr (+2 options)
changed station ku55 (+3 options)
changed station kvky (+3 options)
changed station kvoa (+3 options)
changed station kw13 (+3 options)
changed station kw29 (+3 options)
changed station kw75 (+3 options)
changed station kw96 (+3 options)
changed station kwbf (+2 options)
changed station kxer (+2 options)
changed station kxif (+2 options)
changed station kxpy (+3 options)
changed station ky31 (+3 options)
changed station ky49 (+3 options)
changed station lebr (+2 options)
changed station letu (+2 options)
changed station lirx (+2 options)
changed station mgmt (+2 options)
changed station mgtu (+2 options)
changed station mhon (+2 options)
changed station mhth (+2 options)
changed station mhtr (+3 options)
changed station mnjj (+2 options)
changed station mppn (+2 options)
changed station mpt0 (+2 options)
changed station mslu (+3 options)
changed station ncrk (+3 options)
changed station ndbh (+2 options)
changed station ngtt (+2 options)
changed station odkl (+2 options)
changed station oear (+2 options)
changed station oekj (+2 options)
changed station oere (+2 options)
changed station oicj (+2 options)
changed station oicm (+2 options)
changed station oigk (+2 options)
changed station oiko (+2 options)
changed station oimq (+3 options)
changed station oink (+2 options)
changed station oqkl (+2 options)
changed station ornn (+2 options)
changed station osdo (+2 options)
changed station sanj (+2 options)
changed station sbsy (+2 options)
changed station seca (+3 options)
changed station sesg (+2 options)
changed station sgsj (+2 options)
changed station sgvr (+2 options)
changed station slgm (+2 options)
changed station smz0 (+2 options)
changed station spec (+2 options)
changed station szmo (+2 options)
changed station tncn (+2 options)
changed station ugam (+2 options)
changed station urff (+3 options)
changed station uwsg (+3 options)
changed station vaor (+2 options)
changed station veko (+3 options)
changed station vepy (+3 options)
changed station vogb (+3 options)
changed station vond (+3 options)
changed station vovo (+2 options)
changed station wipb (+3 options)
changed station yayt (+2 options)
